"rhoC","AVE"
0.820622488754477,0.485877199810313
0.898794175572417,0.689866132235893
0.923369145763742,0.751585635005517
0.911732222889273,0.721851442858842
0.905367147954539,0.706928082970121
0.885996273353034,0.723995066274133
